name,hex,r,g,b,h,s,v,l,a,b
buttery white,#fffcea,255,252,234,51,8,100,98.75765261666271,-2.022248782983682,8.959582038244584
byzantine,#bd33a4,189,51,164,311,73,74,46.799255004658825,65.42048755248031,-30.86548891880554
byzantium,#702963,112,41,99,311,63,44,29.238915195527873,38.88080616398901,-19.040297722845047
cg blue,#007aa5,0,122,165,196,100,65,47.79767321868507,-12.50608654022245,-30.91855365247391
cg red,#e03c31,224,60,49,4,78,88,51.037242264209766,62.150764493238086,44.45894291170228
cab sav,#4d0a18,77,10,24,347,87,30,14.739165064885334,31.177010260679427,10.460683803098597
cabaret,#d94972,217,73,114,343,66,85,52.65460433880125,59.13310072049255,8.345823159477561
cabbage pont,#3f4c3a,63,76,58,103,24,30,30.71476402220724,-9.16422832576208,9.022727545450525
cactus,#587156,88,113,86,116,24,44,45.02115602742969,-14.941460629139952,12.055176469904227
cadet,#536872,83,104,114,199,27,45,42.69465951112997,-5.302182523234167,-8.182802372187181
cadet blue,#5f9ea0,95,158,160,182,41,63,61.15461539950293,-19.675161471170156,-7.426657720333263
cadet grey,#91a3b0,145,163,176,205,18,69,66.01926532525533,-3.4969683350316028,-8.852050083032758
cadillac,#b04c6a,176,76,106,342,57,69,46.230502209526314,43.75078823241885,3.0928608788871825
cadmium green,#006b3c,0,107,60,154,100,42,39.31245183012996,-38.52212577145281,19.058497755344906
cadmium orange,#ed872d,237,135,45,28,81,93,66.15301698005554,32.86531834621381,61.459212527569505
cadmium red,#e30022,227,0,34,351,100,89,47.55477044689705,73.7739170332068,49.15069312921217
cadmium yellow,#fff600,255,246,0,58,100,100,94.81100303054771,-17.253144924625595,92.7857124271131
cafe noir,#4b3621,75,54,33,30,56,29,24.462209726486904,6.413071238578344,16.807678530174684
cafe royale,#6f440c,111,68,12,34,89,44,33.00654921044969,14.005952685529232,38.257903412948416
cal poly green,#1e4d2b,30,77,43,137,61,30,28.794019124011086,-24.768843081379554,15.473276099652312
calico,#e0c095,224,192,149,34,33,88,79.45219386967531,5.2622448803643085,25.907884535399695
california,#fe9d04,254,157,4,37,98,100,73.01914876029885,27.715902008106752,77.17473513118766
calypso,#31728d,49,114,141,198,65,55,45.09628823378287,-11.87630245330229,-20.902199052475034
camarone,#00581a,0,88,26,138,100,35,31.929591067284456,-37.501219241859175,28.620880265548998
cambridge blue,#a3c1ad,163,193,173,140,16,76,75.41622000542803,-14.054573464847842,6.696232872956087
camelot,#893456,137,52,86,336,62,54,34.89545751100028,39.711069835693195,-1.6876405282643225
cameo,#d9b99b,217,185,155,29,29,85,77.17080103228511,7.027354083693426,19.48601178071485
cameo pink,#efbbcc,239,187,204,340,22,94,80.87814025262435,21.273370238125587,-1.3563454854956802
camouflage,#3c3910,60,57,16,56,73,24,23.41966656838435,-4.841072959465453,25.160519745411086
camouflage green,#78866b,120,134,107,91,20,53,54.138023862282736,-10.352389392513373,12.856321500937273
can can,#d591a4,213,145,164,343,32,84,67.33495994122353,28.367401885131038,0.5064170034781101
canary,#f3fb62,243,251,98,63,61,98,95.55153058276711,-21.547712615794968,70.12689168521642
canary yellow,#ffef00,255,239,0,56,100,100,93.01137491066302,-13.858591401622656,91.48191717490975
candlelight,#fcd917,252,217,23,51,91,99,87.18437766562235,-3.9905290555486417,84.85739821264036
candy apple red,#ff0800,255,8,0,2,100,100,53.42088440323104,79.56443664435791,67.28481935930593
cannon black,#251706,37,23,6,33,84,15,9.150833850903954,4.765128710217503,11.329807705970197
cannon pink,#894367,137,67,103,329,51,54,38.396574517231834,34.35658103813019,-7.263248371688579
cape cod,#3c4443,60,68,67,173,12,27,28.114651640208706,-3.507737303875907,-0.5152482815636072
cape honey,#fee5ac,254,229,172,42,32,100,91.72433589858275,0.4418278289078925,30.95473735198775
cape palliser,#a26645,162,102,69,21,57,64,49.02429320895153,20.673038251810826,28.56195324949652
caper,#dcedb4,220,237,180,78,24,93,91.27016213010582,-15.097504832601915,25.804780073807354
capri,#00bfff,0,191,255,195,100,100,72.54923231908798,-17.64803525617281,-42.54831832987773
caput mortuum,#592720,89,39,32,7,64,35,22.581098568009956,22.364696526611272,15.4993534743617
caramel,#ffddaf,255,221,175,34,31,100,89.89092618212027,5.271029369814329,26.948663628580526
cararra,#eeeee8,238,238,232,60,3,93,93.94875170625359,-1.0463347865358186,2.888516241904182
cardin green,#01361c,1,54,28,151,98,21,18.922557461276675,-23.97164373364272,11.801804901718915
cardinal,#c41e3a,196,30,58,350,85,77,42.71770214921033,62.90497654022026,28.481017056177883
cardinal pink,#8c055e,140,5,94,320,96,55,30.62161718329319,55.930509508754334,-13.225034472755137
careys pink,#d29eaa,210,158,170,346,25,82,70.21628532483994,21.11464999043522,1.3165509146103815
caribbean green,#00cc99,0,204,153,165,100,80,73.2105238010994,-54.45968935769302,13.650710188436221
carissma,#ea88a8,234,136,168,340,42,92,67.96743976425216,41.16984894624154,-0.517710997925569
carla,#f3ffd8,243,255,216,78,15,100,98.24620586871039,-10.497561426728419,17.32192430980104
carmine,#960018,150,0,24,350,100,59,30.75965240401549,54.35310760705095,33.13998044773774
carmine pink,#eb4c42,235,76,66,4,72,92,55.302727666344296,60.448950321253804,40.43293660744188
carmine red,#ff0038,255,0,56,347,100,100,53.5414392874566,80.95077216700763,45.1305396417777
carnaby tan,#5c2e01,92,46,1,30,99,36,24.42243997293228,17.934657995372916,34.082433602709756
carnation,#f95a61,249,90,97,357,64,98,60.17238001821404,61.0241264590749,29.41246835833009
carnation pink,#ffa6c9,255,166,201,336,35,100,77.72685769876246,37.46503183283001,-4.165374137011724
carnelian,#b31b1b,179,27,27,0,85,70,38.6325006277535,57.78983220368497,41.05356489930063
carolina blue,#56a0d3,86,160,211,204,59,83,63.196485672769185,-8.013647380699817,-32.95986043563439
carousel pink,#f9e0ed,249,224,237,329,10,98,91.48953929178707,10.744109283690072,-3.2068756904971796
carrot orange,#ed9121,237,145,33,33,86,93,68.28886532098599,27.319611081436268,67.34037828071405
casablanca,#f8b853,248,184,83,37,67,97,78.96169526420634,13.345617091025385,58.74634936102403
casal,#2f6168,47,97,104,187,55,41,38.115997501490185,-14.633121107580305,-9.151779554055285
cascade,#8ba9a5,139,169,165,172,18,66,66.96187294458873,-11.115735682272533,-1.375625960880078
cashmere,#e6bea5,230,190,165,23,28,90,79.82196195606923,10.677661586164177,17.989524225362686
casper,#adbed1,173,190,209,212,17,82,76.26195580913853,-1.8571314827610652,-11.502105572330557
castleton green,#00563b,0,86,59,161,100,34,31.741584162312634,-30.182604170133242,9.443784810634492
castro,#52001f,82,0,31,337,100,32,14.914132483993253,36.616905826474394,5.728914562937942
catalina blue,#062a78,6,42,120,221,95,47,20.24586115067617,21.835637590371686,-47.54043834072675
catawba,#703642,112,54,66,348,52,44,30.583964894784387,26.9739177336239,4.503520362954694
catskill white,#eef6f7,238,246,247,187,4,97,96.32931391056854,-2.447812012231876,-1.4080869365548532
cavern pink,#e3bebe,227,190,190,0,16,89,80.1095236626601,13.185371078001328,4.929977483455539
cedar,#3e1c14,62,28,20,11,68,24,14.981387714989289,15.712683598035904,13.009770034656858
cedar chest,#c95a49,201,90,73,8,64,79,52.07479820375771,42.972736994129015,31.298122488254364
cedar wood finish,#711a00,113,26,0,14,100,44,24.479696397489498,36.87759975387894,35.88659534521154
ceil,#92a1cf,146,161,207,225,29,81,66.6006270254356,5.261463720343029,-25.215607167739385
celadon,#ace1af,172,225,175,123,24,88,84.85146237506622,-26.61600688501975,19.050241355371522
celadon green,#2f847c,47,132,124,174,64,52,50.17089991235737,-27.19754605580832,-3.206083442023955
celery,#b8c25d,184,194,93,66,52,76,75.80100898804005,-17.79616390655736,49.00168824835214
celeste,#b2ffff,178,255,255,180,30,100,95.24718239458255,-23.361668255794,-7.547225351191322
celestial blue,#4997d0,73,151,208,205,65,82,59.982355698209204,-6.301356447127593,-36.32994313940954
cello,#1e385b,30,56,91,214,67,36,23.20207553330095,2.561775191869536,-23.950768432421942
celtic,#163222,22,50,34,146,56,20,18.22014709643198,-15.215156640490084,6.97847476014074
cement,#8d7662,141,118,98,28,30,55,51.2687669089417,5.786491357502255,14.360107049902515
ceramic,#fcfff9,252,255,249,90,2,100,99.63344293574414,-2.0288444668952743,2.5045099218148126
cerise,#de3163,222,49,99,343,78,87,50.24801411452434,67.5467044937037,14.159328594387599
cerise pink,#ec3b83,236,59,131,336,75,93,54.6573808300211,70.92432480012711,1.4930393714281953
cerulean,#007ba7,0,123,167,196,100,65,48.20446990434378,-12.320857899204396,-31.44906521441777
cerulean blue,#2a52be,42,82,190,224,78,75,38.27777558438048,25.407208109875096,-60.711065425534294
cerulean frost,#6d9bc3,109,155,195,208,44,76,62.197469826579436,-4.847932911283492,-25.487359790304588
chablis,#fff4f3,255,244,243,5,5,100,96.99679246910227,3.5117957054520144,1.7837961852253281
chalet green,#516e3d,81,110,61,96,45,43,43.11985362264632,-20.27624041389281,23.95439939285322
chalky,#eed794,238,215,148,45,38,93,86.46250464804915,-1.346053648987433,35.97390882871594
chambray,#354e8c,53,78,140,223,62,55,34.18845124799495,10.942640982265466,-37.39471148292809
chamois,#eddcb1,237,220,177,43,25,93,88.14410111646653,-0.7123722968702118,23.27320519165117
chamoisee,#a0785a,160,120,90,26,44,63,53.64798877048527,11.637750184630868,22.530070201320996
champagne,#f7e7ce,247,231,206,37,17,97,92.30150532400324,1.4497498504169037,14.124335354118344
chantilly,#f8c3df,248,195,223,328,21,97,84.12918857305884,23.241591784292247,-6.664861830111679
charade,#292937,41,41,55,240,25,22,17.146490137466635,3.753500730641207,-8.99397016688438
charcoal,#36454f,54,69,79,204,32,31,28.39327821556661,-3.2477358819143767,-7.961408528185398
chardon,#fff3f1,255,243,241,9,5,100,96.70247894922198,3.683941051948303,2.388438430494344
chardonnay,#ffcd8c,255,205,140,34,45,100,85.41098823629777,9.64714392510524,38.9820817038752
charleston green,#232b2b,35,43,43,180,19,17,16.79406340116236,-3.475013183243253,-1.1734163954328913
charlotte,#baeef9,186,238,249,190,25,98,90.97473028497055,-14.07510914921939,-10.729052213880387
charm,#d47494,212,116,148,340,45,83,60.450081871676886,41.19842554635811,-0.46580432993799104
charm pink,#e68fac,230,143,172,340,38,90,69.07345083307983,36.66746851567299,-1.2002544960622474
chartreuse,#dfff00,223,255,0,68,100,100,94.82644191370333,-34.508998837706585,91.73634275405178
chateau green,#40a860,64,168,96,138,62,66,61.60222854612816,-46.15165636091317,28.51150266693616
chatelle,#bdb3c7,189,179,199,270,10,78,74.30637716781855,7.296862939102089,-8.849608413277421
chathams blue,#175579,23,85,121,202,81,47,34.1067718048199,-5.86621566008319,-25.904013377226153
chelsea cucumber,#83aa5d,131,170,93,90,45,67,65.25130652056367,-26.855039085217026,35.359628895695195
chelsea gem,#9e5302,158,83,2,31,99,62,43.448327360268806,26.59674330656847,52.03716576789182
chenin,#dfcd6f,223,205,111,50,50,87,82.10830004671247,-5.891132602690252,48.658039000139254
cherokee,#fcda98,252,218,152,40,40,99,88.49788889804417,3.0037980434601264,36.83306897969003
cherry blossom pink,#ffb7c5,255,183,197,348,28,100,81.37847053331744,28.007381042494337,3.3401945853288595
cherry pie,#2a0359,42,3,89,267,97,35,11.12522944177919,37.329775814375424,-42.09617751459292
cherrywood,#651a14,101,26,20,4,80,40,22.145659695679974,33.13248079951295,23.34445007798821
cherub,#f8d9e9,248,217,233,329,13,97,89.61052553631447,13.364407352284335,-3.87959356012475
chestnut,#954535,149,69,53,10,64,58,39.4163544831277,32.3258504351136,25.520607399714635
chetwode blue,#8581d9,133,129,217,243,41,85,57.74814127006485,22.732140489714283,-44.65431280707237
chicago,#5d5c58,93,92,88,48,5,36,39.0465499376045,-0.4208601076721441,2.4345296444152287
chiffon,#f1ffc8,241,255,200,75,22,100,97.7892852321466,-13.59375423960657,24.802387595367016
chilean fire,#f77703,247,119,3,29,99,97,64.1401617346375,44.18250960906822,71.24309526270906
chilean heath,#fffde6,255,253,230,55,10,100,98.91641866977952,-3.164903657342455,11.236666529240757
china ivory,#fcffe7,252,255,231,67,9,100,99.2155618158459,-5.033259524487022,11.122000995500025
china rose,#a8516e,168,81,110,340,52,66,46.090302055604326,38.923589831211636,0.3008339032674501
chinese red,#aa381e,170,56,30,11,82,67,40.357996822897924,45.40658047103033,40.46676394114276
chinese violet,#856088,133,96,136,296,29,53,45.811550307829705,22.287419169017664,-16.300846733888697
chino,#cec7a7,206,199,167,49,19,81,80.0436709278391,-2.8210056682083096,16.91678748683185
chinook,#a8e3bd,168,227,189,141,26,89,85.47218346970563,-26.34747224246159,12.56440346146337
chlorophyll green,#4aff00,74,255,0,103,100,100,88.43619371970075,-79.9361023253941,84.03431088945516
chocolate,#7b3f00,123,63,0,31,100,48,33.49065204051319,22.294354142186084,43.800337082825216
christalle,#33036b,51,3,107,268,97,42,14.571173615270098,42.89073359924225,-48.355633782722194
christi,#67a712,103,167,18,86,89,65,62.138408407466386,-41.799662739197885,61.046165360449976
christine,#e7730a,231,115,10,29,96,91,61.021204001105346,40.003298023218726,67.01280653349858
chrome white,#e8f1d4,232,241,212,79,12,95,93.8054378915904,-7.963086027707789,12.988014904065581
chrome yellow,#ffa700,255,167,0,39,100,100,75.38747461938554,22.893126775896555,79.25424171339472
cinder,#0e0e18,14,14,24,240,42,9,4.276056928246977,2.1740263117081966,-5.91556807782948
cinderella,#fde1dc,253,225,220,9,13,99,91.64014468432087,8.809601508046217,5.94867444964291
cinereous,#98817b,152,129,123,12,19,60,55.89300602660933,7.780304158951312,6.506662681508812
cinnabar,#e34234,227,66,52,5,77,89,52.370344868584624,61.09238608164025,44.41743162254441
cinnamon satin,#cd607e,205,96,126,343,53,80,54.918774514581415,46.18257022419758,4.201326953822604
cioccolato,#55280c,85,40,12,23,86,33,21.85534459502889,18.664650586711325,26.557751788016876
citrine,#e4d00a,228,208,10,54,96,89,82.7150070563268,-9.837683641048201,82.10548516345543
citrine white,#faf7d6,250,247,214,55,14,98,96.69776963521527,-4.3790117365430925,16.238091792822985
citron,#9fa91f,159,169,31,64,82,66,66.40192932132207,-19.6084879317715,63.109988441362795
citrus,#a1c50a,161,197,10,72,95,77,74.52845760683788,-32.78831571822638,73.62194560863988
clairvoyant,#480656,72,6,86,290,93,34,16.404130255328447,40.0941783925016,-31.226353312645962
clam shell,#d4b6af,212,182,175,11,17,83,76.40445481941974,9.637759336911689,7.533886315720384
claret,#7f1734,127,23,52,343,82,50,27.77138057018415,44.816753978504735,10.248440536124303
classic rose,#fbcce7,251,204,231,326,19,98,86.73354105880611,20.858603121909624,-7.038204361611955
clay ash,#bdc8b3,189,200,179,91,11,78,79.26081971145007,-7.580024544182606,9.211449031241292
clay creek,#8a8360,138,131,96,50,30,54,54.53305160549739,-3.1538577178963356,19.914304092561785
clear day,#e9fffd,233,255,253,175,9,100,98.40660132495131,-7.485952567220733,-1.4981020123490119
clementine,#e96e00,233,110,0,28,100,91,60.315912729562015,43.169028302206705,68.40646258444478
clinker,#371d09,55,29,9,26,84,22,13.88918409004831,10.66786485303478,17.08349091757448
cloud,#c7c4bf,199,196,191,38,4,78,79.26168777320106,0.14731038985155154,2.864457688823152
cloud burst,#202e54,32,46,84,224,62,33,19.643624829562327,7.357425193388611,-24.951828679499
cloudy,#aca59f,172,165,159,28,8,67,68.15610144447082,1.4386513852889249,3.9950667660139993
clover,#384910,56,73,16,78,78,29,28.493964350459507,-16.33007313022347,30.275447264346024
cobalt blue,#0047ab,0,71,171,215,100,67,32.803046040979005,22.526286167447008,-58.44809274395356
cocoa bean,#481c1c,72,28,28,0,61,28,16.950879113773908,21.042017263051548,10.325659163436995
cocoa brown,#d2691e,210,105,30,25,86,82,55.98605299432204,37.05823514749018,56.74360722848544
coconut,#965a3e,150,90,62,19,59,59,44.43896781840166,21.769865912333874,26.499085606154615
coconut cream,#f8f7dc,248,247,220,58,11,97,96.67512431051935,-4.153314756985605,13.103696748608584
cod gray,#0b0b0b,11,11,11,0,0,4,3.0228989832440014,0.00041126191242801813,-0.0008137377880634844
coffee,#6f4e37,111,78,55,25,50,44,36.183996450213854,10.871618872692862,19.094335268349884
coffee bean,#2a140e,42,20,14,13,67,16,9.191915059783902,10.504229833320597,8.04592699052893
cognac,#9f381d,159,56,29,12,82,62,38.35440440551597,41.41094975939044,38.36106191400276
cola,#3f2500,63,37,0,35,100,25,17.36650589711367,8.956080638165359,25.415842136408823
cold purple,#aba0d9,171,160,217,252,26,85,68.61289695140958,15.793813199982132,-27.489738366205053
cold turkey,#cebaba,206,186,186,0,10,81,77.15197590150525,7.094851071049513,2.5753266353459425
colonial white,#ffedbc,255,237,188,44,26,100,94.08064193982827,-1.2203750387357326,25.98612691742368
columbia blue,#c4d8e2,196,216,226,200,13,89,85.16877722817772,-4.670779284262405,-7.19131716272805
comet,#5c5d75,92,93,117,238,21,46,40.22702970829883,5.219867904491638,-13.66919561711104
como,#517c66,81,124,102,149,35,49,48.41582592927787,-20.043987168301804,7.332679484156102
conch,#c9d9d2,201,217,210,154,7,85,85.3503760058358,-6.670474576607743,1.59048997231368
concord,#7c7b7a,124,123,122,30,2,49,51.67417398554559,0.1818623894963567,0.6722671862710472
concrete,#f2f2f2,242,242,242,0,0,95,95.49355853071667,0.005056136724190807,-0.010003840780781204
confetti,#e9d75a,233,215,90,52,61,91,85.33332449107861,-8.459691694130523,62.1893305108701
congo brown,#593737,89,55,55,0,38,35,27.107735342996712,15.200460009632765,6.323741248486603
congo pink,#f88379,248,131,121,5,51,97,67.7021458472602,43.59124858610469,25.738986808505327
congress blue,#02478e,2,71,142,210,99,56,30.574254599005933,10.42440565053948,-44.511660894374316
conifer,#acdd4d,172,221,77,80,65,87,82.38916039486935,-36.6894150183914,63.07524539801008
contessa,#c6726b,198,114,107,5,46,78,57.174601541966155,32.282193611665676,18.319860361871697
cool black,#002e63,0,46,99,212,100,39,19.45292322292076,9.124959675196747,-35.25447311051661
